"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"(p2) <-> (G(p1))","delag","ok",0,0.0272055,4,7,13,1,4,0,0,0,"HOA: v1 name: ""Automaton for ((p2) <-> (G(p1)))"" States: 4 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0&1] 1 [0&1] 2 [!0&!1] 3 State: 1 [1] 1 [!1] 3 State: 2 {0} [1] 2 State: 3 {0} [t] 3 --END--"
"(p2) <-> (G(p1))","rabinizer4","ok",0,0.0271645,4,7,13,2,4,0,0,0,"HOA: v1 name: ""Automaton for ((p2) <-> (G(p1)))"" States: 4 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0&!1] 1 [!0&1] 2 [0&1] 3 State: 1 {1} [t] 1 State: 2 [!1] 1 [1] 2 State: 3 {1} [1] 3 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","ltl2tgba_det","ok",0,0.0106544,2,3,4,1,2,0,0,0,"HOA: v1 name: ""Fp2 & ((Fp2 & Gp1) | (G!p2 & F!p1))"" States: 2 Start: 1 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 [!0&1] 1 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","ltl3tela_det","ok",0,0.00784682,2,3,4,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 [!0&1] 1 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","ltl2tgba","ok",0,0.0106581,2,3,4,1,2,0,0,0,"HOA: v1 name: ""Fp2 & ((Fp2 & Gp1) | (G!p2 & F!p1))"" States: 2 Start: 1 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 [!0&1] 1 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","ltl3tela","ok",0,0.00879354,2,3,4,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 [!0&1] 1 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","delag","ok",0,0.0285035,2,3,4,1,2,0,0,0,"HOA: v1 name: ""Automaton for ((F(p2)) & (((((F(p2)) & (G(p1)))) | (((F(!p1)) & (G(!p2)))))))"" States: 2 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0&1] 0 [0&1] 1 State: 1 {0} [1] 1 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","rabinizer4","ok",0,0.0280934,2,3,4,2,2,0,0,0,"HOA: v1 name: ""Automaton for ((F(p2)) & (((((F(p2)) & (G(p1)))) | (((F(!p1)) & (G(!p2)))))))"" States: 2 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [0&1] 1 [!0&1] 0 State: 1 {1} [1] 1 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","ltl2tgba_det","ok",0,0.0110881,6,10,32,1,6,0,0,0,"HOA: v1 name: ""F((p0 & !p2) | (!p0 & p2)) xor (p1 | X(p0 | p2))"" States: 6 Start: 3 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0&!1 | 0&1] 1 State: 2 [!0&!1] 0 State: 3 [!0&!1&2 | 0&1&2] 1 [!0&1&!2 | 0&!1&!2] 2 [!0&!1&!2 | 0&1&!2] 4 State: 4 [0&1] 1 [!0&!1] 5 State: 5 [!0&1 | 0&!1] 0 [!0&!1 | 0&1] 5 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","ltl3tela_det","ok",0,0.0100412,6,10,32,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1] 0 State: 2 [!0&1&!2 | 0&!1&!2] 1 [!0&!1&!2 | 0&1&!2] 3 [!0&!1&2 | 0&1&2] 5 State: 3 [!0&!1] 4 [0&1] 5 State: 4 [!0&1 | 0&!1] 0 [!0&!1 | 0&1] 4 State: 5 {0} [!0&!1 | 0&1] 5 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","ltl2tgba","ok",0,0.0124068,6,10,32,1,6,0,0,0,"HOA: v1 name: ""(!p1 & F((p0 & !p2) | (!p0 & p2)) & X(!p0 & !p2)) | ((p1 | X(p0 | p2)) & G((!p0 | p2) & (p0 | !p2)))"" States: 6 Start: 3 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1] 0 State: 2 {0} [!0&!1 | 0&1] 2 State: 3 [!0&1&!2 | 0&!1&!2] 1 [!0&!1&2 | 0&1&2] 2 [!0&!1&!2 | 0&1&!2] 4 State: 4 [0&1] 2 [!0&!1] 5 State: 5 [!0&1 | 0&!1] 0 [!0&!1 | 0&1] 5 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","ltl3tela","ok",0,0.0128506,6,10,32,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1] 0 State: 2 [!0&1&!2 | 0&!1&!2] 1 [!0&!1&!2 | 0&1&!2] 3 [!0&!1&2 | 0&1&2] 5 State: 3 [!0&!1] 4 [0&1] 5 State: 4 [!0&1 | 0&!1] 0 [!0&!1 | 0&1] 4 State: 5 {0} [!0&!1 | 0&1] 5 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","delag","ok",0,0.0310435,6,10,32,1,6,0,0,0,"HOA: v1 name: ""Automaton for ((((G(((p0) | (!p2)))) & (G(((!p0) | (p2)))))) <-> (((p1) | (X(((p0) | (p2)))))))"" States: 6 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0&!1&!2 | 0&1&!2] 1 [!0&!1&2 | 0&1&2] 2 [!0&1&!2 | 0&!1&!2] 3 State: 1 [!0&!1] 4 [0&1] 2 State: 2 {0} [!0&!1 | 0&1] 2 State: 3 [!0&!1] 5 State: 4 [!0&!1 | 0&1] 4 [!0&1 | 0&!1] 5 State: 5 {0} [t] 5 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","rabinizer4","ok",0,0.030749,6,10,32,2,6,0,0,0,"HOA: v1 name: ""Automaton for ((((G(((p0) | (!p2)))) & (G(((!p0) | (p2)))))) <-> (((p1) | (X(((p0) | (p2)))))))"" States: 6 Start: 0 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0&!1&2 | 0&1&2] 1 [!0&!1&!2 | 0&1&!2] 2 [!0&1&!2 | 0&!1&!2] 3 State: 1 {1} [!0&!1 | 0&1] 1 State: 2 [0&1] 1 [!0&!1] 4 State: 3 [!0&!1] 5 State: 4 [!0&1 | 0&!1] 5 [!0&!1 | 0&1] 4 State: 5 {1} [t] 5 --END--"
"G(F(p1))","ltl2tgba_det","ok",0,0.0100085,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFp1"" States: 1 Start: 0 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [0] 0 {0} [!0] 0 --END--"
"G(F(p1))","ltl3tela_det","ok",0,0.0054928,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(p1))","ltl2tgba","ok",0,0.0100265,1,2,2,1,1,0,0,1,"HOA: v1 name: ""GFp1"" States: 1 Start: 0 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(p1))","ltl3tela","ok",0,0.00594274,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(p1))","delag","ok",0,0.026044,1,2,2,1,1,0,0,1,"HOA: v1 name: ""Automaton for G(F(p1))"" States: 1 Start: 0 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"G(F(p1))","rabinizer4","ok",0,0.0264794,1,2,2,2,1,0,0,1,"HOA: v1 name: ""Automaton for G(F(p1))"" States: 1 Start: 0 AP: 1 ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {1} --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","ltl2tgba_det","ok",0,0.0114548,9,23,54,1,8,0,0,0,"HOA: v1 name: ""X((p2 & F!p1) | (!p2 & Gp1)) M (p0 R p2)"" States: 9 Start: 2 AP: 3 ""p2"" ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [2] 0 State: 1 {0} [0&!1] 1 [0&1] 8 State: 2 [0&!1] 3 [0&1] 4 State: 3 [0&!1&!2] 1 [0&!1&2] 3 [0&1&2] 5 [0&1&!2] 8 State: 4 [!0&2] 0 [0&1&2] 5 [0&!1&2] 7 [0&!2] 8 State: 5 [0&1&2] 5 [0&!1&2] 7 [!0 | !2] 8 State: 6 [2] 6 [!2] 8 State: 7 [0&1&2] 5 [!0&2] 6 [0&!1&2] 7 [!2] 8 State: 8 {0} [t] 8 --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","ltl3tela_det","ok",0,0.0117126,9,23,54,1,8,0,0,0,"HOA: v1 States: 9 Start: 2 AP: 3 ""p2"" ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [0&!1] 0 [0&1] 8 State: 1 {0} [2] 1 State: 2 [0&!1] 3 [0&1] 4 State: 3 [0&!1&!2] 0 [0&!1&2] 3 [0&1&2] 5 [0&1&!2] 8 State: 4 [!0&2] 1 [0&1&2] 5 [0&!1&2] 7 [0&!2] 8 State: 5 [0&1&2] 5 [0&!1&2] 7 [!0 | !2] 8 State: 6 [2] 6 [!2] 8 State: 7 [0&1&2] 5 [!0&2] 6 [0&!1&2] 7 [!2] 8 State: 8 {0} [t] 8 --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","ltl2tgba","ok",0,0.0123995,7,15,41,1,7,1,1,0,"HOA: v1 name: ""X((p2 & F!p1) | (!p2 & Gp1)) M (p0 R p2)"" States: 7 Start: 0 AP: 3 ""p2"" ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc very-weak --BODY-- State: 0 [0] 0 [0&1] 1 [0&!1] 2 State: 1 [0&!2] 3 [0&2] 4 [!0&2] 5 State: 2 [0&1&!2] 3 [0&1&2] 4 [0&!1&!2] 6 State: 3 {0} [t] 3 State: 4 [!2] 3 [2] 4 State: 5 {0} [2] 5 State: 6 {0} [0&1] 3 [0&!1] 6 --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","ltl3tela","ok",0,0.017945,7,15,41,1,7,1,1,0,"HOA: v1 States: 7 Start: 0 AP: 3 ""p2"" ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic very-weak --BODY-- State: 0 [0] 0 [0&1] 1 [0&!1] 2 State: 1 [0&!2] 3 [0&2] 4 [!0&2] 5 State: 2 [0&1&!2] 3 [0&1&2] 4 [0&!1&!2] 6 State: 3 {0} [t] 3 State: 4 [!2] 3 [2] 4 State: 5 {0} [2] 5 State: 6 {0} [0&1] 3 [0&!1] 6 --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","delag","ok",0,0.0319181,10,26,62,1,9,0,0,0,"HOA: v1 name: ""Automaton for ((X(((((p2) & (F(!p1)))) | (((!p2) & (G(p1))))))) M (((p0) R (p2))))"" States: 10 Start: 0 AP: 3 ""p2"" ""p0"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0&!1] 1 [0&1] 2 State: 1 [0&!1&!2] 3 [0&1&!2] 4 [0&!1&2] 1 {0} [0&1&2] 5 State: 2 [0&!2] 4 [!0&2] 6 [0&!1&2] 7 [0&1&2] 5 State: 3 [0&!1] 3 [0&1] 4 State: 4 [t] 4 State: 5 [!2] 4 [!0&2] 8 [0&!1&2] 7 {0} [0&1&2] 5 {0} State: 6 [2] 6 State: 7 [!2] 4 [0&!1&2] 7 {0} [0&1&2] 5 {0} [!0&2] 9 State: 8 [!2] 4 [2] 8 State: 9 [!2] 4 [2] 9 {0} --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","rabinizer4","ok",0,0.0327062,10,26,62,1,9,0,0,0,"HOA: v1 name: ""Automaton for ((X(((((p2) & (F(!p1)))) | (((!p2) & (G(p1))))))) M (((p0) R (p2))))"" States: 10 Start: 0 AP: 3 ""p2"" ""p0"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0&1] 1 [0&!1] 2 State: 1 [!0&2] 3 [0&!2] 4 [0&1&2] 5 [0&!1&2] 6 State: 2 [0&!1&!2] 7 [0&1&!2] 4 [0&!1&2] 2 {0} [0&1&2] 5 State: 3 [2] 3 State: 4 [t] 4 State: 5 [!0&2] 8 [0&1&2] 5 {0} [!2] 4 [0&!1&2] 6 {0} State: 6 [0&1&2] 5 {0} [!2] 4 [0&!1&2] 6 {0} [!0&2] 9 State: 7 [0&!1] 7 [0&1] 4 State: 8 [2] 8 [!2] 4 State: 9 [2] 9 {0} [!2] 4 --END--"
"(p0) R ((!(p0)) M (!(p3)))","ltl2tgba_det","ok",0,0.0102527,3,5,8,1,3,0,0,0,"HOA: v1 name: ""p0 R (!p0 M !p3)"" States: 3 Start: 2 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 [!0&1] 0 [!0&!1] 1 State: 1 {0} [t] 1 State: 2 {0} [!0&1] 0 [!0&!1] 2 --END--"
"(p0) R ((!(p0)) M (!(p3)))","ltl3tela_det","ok",0,0.00561161,3,5,8,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&1] 0 [!0&!1] 1 State: 1 {0} [t] 1 State: 2 {0} [!0&1] 0 [!0&!1] 2 --END--"
"(p0) R ((!(p0)) M (!(p3)))","ltl2tgba","ok",0,0.0100586,3,5,8,1,3,0,0,0,"HOA: v1 name: ""p0 R (!p0 M !p3)"" States: 3 Start: 2 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant very-weak --BODY-- State: 0 [!0&1] 0 [!0&!1] 1 State: 1 {0} [t] 1 State: 2 {0} [!0&1] 0 [!0&!1] 2 --END--"
"(p0) R ((!(p0)) M (!(p3)))","ltl3tela","ok",0,0.00595938,3,5,8,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0&1] 0 [!0&!1] 1 State: 1 {0} [t] 1 State: 2 {0} [!0&1] 0 [!0&!1] 2 --END--"
"(p0) R ((!(p0)) M (!(p3)))","delag","ok",0,0.0274828,3,5,8,1,3,0,0,0,"HOA: v1 name: ""Automaton for ((p0) R (((!p0) M (!p3))))"" States: 3 Start: 0 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1] 1 [!0&!1] 0 {0} State: 1 [!0&1] 1 [!0&!1] 2 State: 2 [t] 2 {0} --END--"
"(p0) R ((!(p0)) M (!(p3)))","rabinizer4","ok",0,0.0277763,3,5,8,2,3,0,0,0,"HOA: v1 name: ""Automaton for ((p0) R (((!p0) M (!p3))))"" States: 3 Start: 0 AP: 2 ""p3"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1] 1 [!0&!1] 0 {1} State: 1 [!0&1] 1 [!0&!1] 2 State: 2 [t] 2 {1} --END--"
"(G(p1)) | (G(F(!(p0))))","ltl2tgba_det","ok",0,0.0102922,2,4,8,1,2,0,0,1,"HOA: v1 name: ""Gp1 | GF!p0"" States: 2 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [1] 0 {0} [!1] 1 State: 1 [0] 1 [!0] 1 {0} --END--"
"(G(p1)) | (G(F(!(p0))))","ltl3tela_det","ok",0,0.00653951,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0] 0 {0} State: 1 [!1] 0 [1] 1 {0} --END--"
"(G(p1)) | (G(F(!(p0))))","ltl2tgba","ok",0,0.0104228,3,5,12,1,3,1,1,0,"HOA: v1 name: ""Gp1 | GF!p0"" States: 3 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc stutter-invariant --BODY-- State: 0 [1] 1 [t] 2 State: 1 [1] 1 {0} State: 2 [0] 2 [!0] 2 {0} --END--"
"(G(p1)) | (G(F(!(p0))))","ltl3tela","ok",0,0.00653476,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [1] 0 {0} [!1] 1 State: 1 [0] 1 [!0] 1 {0} --END--"
"(G(p1)) | (G(F(!(p0))))","delag","ok",0,0.0276929,2,4,8,1,2,0,0,1,"HOA: v1 name: ""Automaton for ((G(p1)) | (G(F(!p0))))"" States: 2 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1] 1 [1] 0 {0} State: 1 [!0] 1 {0} [0] 1 --END--"
"(G(p1)) | (G(F(!(p0))))","rabinizer4","ok",0,0.0277504,2,4,8,2,2,0,0,1,"HOA: v1 name: ""Automaton for ((G(p1)) | (G(F(!p0))))"" States: 2 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1] 1 [1] 0 {1} State: 1 [0] 1 [!0] 1 {1} --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","ltl2tgba_det","ok",0,0.0108639,9,22,120,1,7,0,0,0,"HOA: v1 name: ""XX!p2 M (p1 | (p0 W p3))"" States: 9 Start: 4 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [t] 0 State: 1 [!3] 0 State: 2 {0} [2] 0 [1&!2] 2 State: 3 [2] 6 [1&!2] 8 State: 4 [!0&1&!2] 3 [0 | 2] 5 State: 5 [!0&!1&!2] 1 [0 | 2] 6 [!0&1&!2] 7 State: 6 [!3] 0 [!0&!1&!2&3] 1 [0&3 | 2&3] 6 [!0&1&!2&3] 7 State: 7 [!3] 0 [2&3] 6 [1&!2&3] 8 State: 8 [2&!3] 0 [1&!2&!3] 2 [2&3] 6 [1&!2&3] 8 --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","ltl3tela_det","ok",0,0.0112905,9,22,120,1,7,0,0,0,"HOA: v1 States: 9 Start: 0 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1&!2] 1 [0 | 2] 2 State: 1 [1&!2] 3 [2] 4 State: 2 [0 | 2] 4 [!0&!1&!2] 5 [!0&1&!2] 6 State: 3 [1&!2&3] 3 [2&3] 4 [1&!2&!3] 7 [2&!3] 8 State: 4 [0&3 | 2&3] 4 [!0&!1&!2&3] 5 [!0&1&!2&3] 6 [!3] 8 State: 5 [!3] 8 State: 6 [1&!2&3] 3 [2&3] 4 [!3] 8 State: 7 [1&!2] 7 {0} [2] 8 State: 8 [t] 8 {0} --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","ltl2tgba","ok",0,0.0125964,7,15,116,1,6,2,1,0,"HOA: v1 name: ""XX!p2 M (p1 | (p0 W p3))"" States: 7 Start: 0 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc weak --BODY-- State: 0 [0 | 2] 0 [0 | 2] 1 [!0&1&!2] 2 State: 1 [t] 3 State: 2 [2] 0 [2] 1 [1&!2] 2 [2] 3 [1&!2] 5 State: 3 [!3] 4 State: 4 {0} [t] 4 State: 5 [2&!3] 4 [1&!2&!3] 6 State: 6 {0} [2] 4 [1&!2] 6 --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","ltl3tela","ok",0,0.0150206,7,15,116,1,6,2,1,0,"HOA: v1 States: 7 Start: 0 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc semi-deterministic weak --BODY-- State: 0 [0 | 2] 0 [0 | 2] 1 [!0&1&!2] 2 State: 1 [t] 3 State: 2 [2] 0 [2] 1 [1&!2] 2 [2] 3 [1&!2] 4 State: 3 [!3] 5 State: 4 [2&!3] 5 [1&!2&!3] 6 State: 5 {0} [t] 5 State: 6 {0} [2] 5 [1&!2] 6 --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","delag","ok",0,0.029374,9,22,120,1,7,0,0,0,"HOA: v1 name: ""Automaton for ((X(X(!p2))) M (((p1) | (((p0) W (p3))))))"" States: 9 Start: 0 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1&!2] 1 [0 | 2] 2 State: 1 [2] 3 [1&!2] 4 State: 2 [!0&1&!2] 5 [0 | 2] 3 [!0&!1&!2] 6 State: 3 [!0&1&!2&3] 5 {0} [!3] 7 [0&3 | 2&3] 3 {0} [!0&!1&!2&3] 6 State: 4 [2&!3] 7 [1&!2&!3] 8 [2&3] 3 {0} [1&!2&3] 4 {0} State: 5 [!3] 7 [2&3] 3 {0} [1&!2&3] 4 {0} State: 6 [!3] 7 State: 7 [t] 7 State: 8 [2] 7 [1&!2] 8 --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","rabinizer4","ok",0,0.0296042,9,22,120,1,7,0,0,0,"HOA: v1 name: ""Automaton for ((X(X(!p2))) M (((p1) | (((p0) W (p3))))))"" States: 9 Start: 0 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1&!2] 1 [0 | 2] 2 State: 1 [2] 3 [1&!2] 4 State: 2 [0 | 2] 3 [!0&1&!2] 5 [!0&!1&!2] 6 State: 3 [0&3 | 2&3] 3 {0} [!0&1&!2&3] 5 {0} [!3] 7 [!0&!1&!2&3] 6 State: 4 [1&!2&!3] 8 [2&3] 3 {0} [1&!2&3] 4 {0} [2&!3] 7 State: 5 [2&3] 3 {0} [1&!2&3] 4 {0} [!3] 7 State: 6 [!3] 7 State: 7 [t] 7 State: 8 [1&!2] 8 [2] 7 --END--"
"X((G(!(p1))) R (p0))","ltl2tgba_det","ok",0,0.0100928,4,7,11,1,3,0,0,0,"HOA: v1 name: ""X(G!p1 R p0)"" States: 4 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 [t] 2 State: 1 {0} [!1] 1 State: 2 {0} [0&1] 2 [0&!1] 3 State: 3 {0} [!0&!1] 1 [0&1] 2 [0&!1] 3 --END--"
