"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"X(F((!(p2)) | (!(p3))))","ltl3tela_det","ok",0,0.00489063,3,4,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [!0 | !1] 0 [0&1] 2 --END--"
"X(p3)","ltl3tela_det","ok",0,0.00435545,3,3,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [0] 2 State: 2 ""{}"" [t] 2 --END--"
"G(((F(p3)) & (X(!(p0)))) | ((X(p0)) & (G(!(p3)))))","ltl3tela_det","ok",0,0.0120891,5,10,12,1,3,0,0,0,"HOA: v1 States: 5 Start: 0 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!1] 1 [1] 2 State: 1 [!0&1] 2 {0} [!0&!1] 3 [0&!1] 4 State: 2 [!0&!1] 1 [!0&1] 2 {0} State: 3 [!0&1] 2 {0} [!0&!1] 3 State: 4 [0&!1] 4 {0} --END--"
"(F(p3)) -> (p3)","ltl3tela_det","ok",0,0.00514179,3,4,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{1}"" [!0] 0 State: 1 ""{}"" [t] 1 State: 2 ""init"" [!0] 0 [0] 1 --END--"
"(G(p3)) U (G(p2))","ltl3tela_det","ok",0,0.00907997,3,6,7,1,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0&1] 0 [!0&1] 1 [0&!1] 2 State: 1 [1] 1 State: 2 [0&1] 2 [0&!1] 2 {0} --END--"
"!(p3)","ltl3tela_det","ok",0,0.00422241,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0] 1 State: 1 ""{}"" [t] 1 --END--"
"X(((p1) R (p0)) & (F((!(p1)) | (p3))))","ltl3tela_det","ok",0,0.0061432,5,9,32,1,5,0,0,0,"HOA: v1 States: 5 Start: 2 AP: 3 ""p1"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [0&1] 0 [!0&1] 1 State: 2 [t] 3 State: 3 [0&1&2] 0 [!0&1] 1 [0&1&!2] 4 State: 4 [!0 | 2] 0 [0&!2] 4 --END--"
"G((G(p2)) | (F((!(p2)) & ((!(p3)) W (X(!(p1)))))))","ltl3tela_det","ok",0,0.0172211,4,17,32,2,1,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 3 ""p2"" ""p1"" ""p3"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0&!2] 1 [!0&2] 2 State: 1 [0&!1] 0 {0} [1&!2] 1 [!0&!1&!2] 1 {0} [!0&!1&2] 2 {0} [1&2] 2 {1} State: 2 [0&!1] 0 {0} [!0&1&!2] 1 [!0&!1&!2] 1 {0} [!0&!1&2] 2 {0} [!0&1&2] 2 {1} [0&1] 3 {1} State: 3 [!0&!2] 1 [!0&2] 2 {1} [0] 3 {1} --END--"
"(p3) | (X(G(p0)))","ltl3tela_det","ok",0,0.00545193,3,4,10,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 {0} [t] 1 State: 2 [!0] 0 [0] 1 --END--"
"F(p0)","ltl3tela_det","ok",0,0.00465649,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"((!(p3)) | (G(F(p3)))) <-> (F(G(p1)))","ltl3tela_det","ok",0,0.0106795,3,8,12,2,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p3"" ""p1"" Acceptance: 2 (Inf(0) & Fin(1)) | (Fin(0) & Inf(1)) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [1] 1 {0} [!1] 1 {0 1} State: 2 [!0&1] 2 [0&1] 2 {0} [!0&!1] 2 {1} [0&!1] 2 {0 1} --END--"
"(p0) | (!(p1)) | ((!(p3)) & (F(G((p0) & (p1)))))","ltl3tela_det","ok",0,0.00735959,3,5,23,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [t] 0 State: 1 [0&1] 1 [!0 | !1] 1 {0} State: 2 [0 | !1] 0 [!0&1&!2] 1 --END--"
"!((F(p3)) xor (X((!(p2)) W (!(p0)))))","ltl3tela_det","ok",0,0.00786275,6,13,41,1,6,0,0,0,"HOA: v1 States: 6 Start: 3 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!0] 0 [0&!1] 1 State: 2 {0} [!2] 2 State: 3 [2] 1 [!2] 5 State: 4 [2] 0 [!2] 4 State: 5 [!0&2] 0 [0&!1&2] 1 [0&1&!2] 2 [!0&!2] 4 [0&!1&!2] 5 --END--"
"F((F(p3)) R ((p2) | (G(F(p2)))))","ltl3tela_det","ok",0,0.0115389,3,7,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1] 0 [!0&1] 1 [0&1] 2 State: 1 [!0&!1] 1 [!0&1] 1 {0} [0] 2 State: 2 [t] 2 {0} --END--"
"((p2) U (p1)) xor (X(G((!(p1)) | (F(p2)))))","ltl3tela_det","ok",0,0.0108853,6,15,24,2,4,0,0,1,"HOA: v1 States: 6 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 1 [1] 2 [0&!1] 3 State: 1 [0 | !1] 1 {1} [!0&1] 4 State: 2 [0 | !1] 2 [!0&1] 5 State: 3 [!0&!1] 1 [0&1] 2 [0&!1] 3 {1} [!0&1] 5 State: 4 [0] 1 {1} [!0] 4 State: 5 [0] 2 {0} [!0] 5 {1} --END--"
"(p0) & (G(p2))","ltl3tela_det","ok",0,0.00513367,2,2,3,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0,1}"" [0&1] 1 State: 1 ""{1}"" [1] 1 --END--"
"X(X((G(p2)) R (F(p3))))","ltl3tela_det","ok",0,0.00989391,4,8,16,1,3,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [t] 2 State: 2 [!1] 2 [!0&1] 2 {0} [0&1] 3 {0} State: 3 [!0&!1] 2 [!0&1] 2 {0} [0] 3 {0} --END--"
"F(!(p0))","ltl3tela_det","ok",0,0.00467653,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 0 [0] 1 --END--"
"(G(!(p3))) M ((p2) | (p3))","ltl3tela_det","ok",0,0.00702196,3,6,9,1,2,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [1] 0 {0} [0&!1] 1 State: 1 [1] 0 {0} [0&!1] 1 [!0&!1] 2 State: 2 [!1] 2 --END--"
"G((F(p1)) & (F(!(p0))))","ltl3tela_det","ok",0,0.00725283,1,4,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1] 0 [0&1] 0 {0} [!0&!1] 0 {1} [0&!1] 0 {0 1} --END--"
"(F(!(p3))) | (G((X(p1)) | (G(p0))))","ltl3tela_det","ok",0,0.00750382,6,18,48,1,5,0,0,1,"HOA: v1 States: 6 Start: 5 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic weak --BODY-- State: 0 [0] 0 [!0] 4 State: 1 {0} [0&!1] 0 [0&1&!2] 1 [0&1&2] 2 [!0] 4 State: 2 {0} [0&!1&!2] 0 [0&1&!2] 1 [0&1&2] 2 [0&!1&2] 3 [!0] 4 State: 3 {0} [0&!2] 0 [0&2] 3 [!0] 4 State: 4 {0} [t] 4 State: 5 [0&!2] 1 [0&2] 2 [!0] 4 --END--"
"F(G(p3))","ltl3tela_det","ok",0,0.0046346,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 0 [!0] 0 {0} --END--"
"F((((p3) | (X((p3) M (p1)))) & ((F(!(p1))) | (F(G(!(p0)))))) | ((!(p3)) & (G(p1)) & (G(F(p0))) & (X((!(p3)) W (!(p1))))))","ltl3tela_det","ok",0,0.0333425,9,34,72,2,4,0,0,1,"HOA: v1 States: 9 Start: 3 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0] 1 [!0&1] 2 State: 1 [t] 1 {1} State: 2 [!0&!1] 0 [0] 1 [!0&1] 6 State: 3 [!0&!1] 0 [0&!1] 1 [!0&1&!2] 3 [!0&1&2] 3 {1} [0&1] 5 State: 4 [!1] 1 [0&1&2] 5 {0} [0&1&!2] 5 {1} [!0&1&2] 7 {0} [!0&1&!2] 7 {1} State: 5 [!1] 1 [!0&1&2] 4 {0} [!0&1&!2] 4 {1} [0&1&2] 5 {0} [0&1&!2] 5 {1} State: 6 [!0&!1] 0 {0} [0] 1 [!0&1&!2] 6 [!0&1&2] 6 {1} State: 7 [!1] 1 [0&1&2] 5 {0} [0&1&!2] 5 {1} [!0&1&!2] 7 {1} [!0&1&2] 8 {0} State: 8 [!1] 1 [0&1] 5 {0} [!0&1] 8 {1} --END--"
"(F(p0)) -> (G(p0))","ltl3tela_det","ok",0,0.00535176,3,4,4,0,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [0] 0 State: 1 ""{1}"" [!0] 1 State: 2 ""init"" [0] 0 [!0] 1 --END--"
"X(F(p2))","ltl3tela_det","ok",0,0.00502015,3,4,6,1,3,0,0,1,"HOA: v1 States: 3 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0] 0 [!0] 2 --END--"
"X(G((p1) | (p2)))","ltl3tela_det","ok",0,0.00505822,2,2,7,0,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [0 | 1] 1 --END--"
"(p0) | (X(X(F(!(p0)))))","ltl3tela_det","ok",0,0.00510315,4,6,8,1,4,0,0,1,"HOA: v1 States: 4 Start: 2 AP: 1 ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 3 State: 2 [0] 0 [!0] 1 State: 3 [!0] 0 [0] 3 --END--"
"(G(!(p3))) | ((((p0) & (!(p2))) | ((!(p0)) & (p2))) R (!(p0)))","ltl3tela_det","ok",0,0.00739745,4,8,22,0,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [t] 0 State: 1 [!2] 1 State: 2 [!0&1] 0 [!0&!1] 2 State: 3 [!0&1] 0 [0&!2] 1 [!0&!1&2] 2 [!0&!1&!2] 3 --END--"
"(F(p0)) <-> (G(F(!(p1))))","ltl3tela_det","ok",0,0.00798168,2,5,8,2,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p1"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 {0} [!0&1] 0 {1} [0] 1 State: 1 [1] 1 [!1] 1 {1} --END--"
"F(((F(!(p0))) & ((G(p1)) M (((p1) & (!(p3))) | ((!(p1)) & (p3))))) | ((G(p0)) & ((F(!(p1))) W (((p1) & (p3)) | ((!(p1)) & (!(p3)))))))","ltl3tela_det","ok",0,0.0440594,7,40,56,2,1,0,0,1,"HOA: v1 States: 7 Start: 0 AP: 3 ""p0"" ""p1"" ""p3"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic stutter-invariant --BODY-- State: 0 [!0&!1&!2 | !0&1&2] 0 {0} [0&!1&!2 | 0&1&2] 1 [!0&!1&2] 1 {0} [!0&1&!2] 2 [0&!1&2] 3 [0&1&!2] 4 State: 1 [!0&!1&!2 | !0&1&2] 0 {0} [!0&!1&2] 1 {0} [0&!1 | 0&2] 1 {1} [!0&1&!2] 2 [0&1&!2] 5 {1} State: 2 [!0&!1&!2] 0 {0} [0&!1 | !1&2] 1 {0} [0&1 | 1&!2] 2 {1} [!0&1&2] 6 {1} State: 3 [!0&!1&!2 | !0&1&2] 0 {0} [0&!1&!2 | 0&1&2] 1 [!0&!1&2] 1 {0} [!0&1&!2] 2 [0&!1&2] 3 {1} [0&1&!2] 4 State: 4 [!0&!1&!2] 0 {0} [0&!1&!2] 1 [!0&!1&2] 1 {0} [!0&1&!2] 2 [0&!1&2] 3 {1} [0&1&!2] 4 [0&1&2] 5 [!0&1&2] 6 State: 5 [!0&!1&!2] 0 {0} [!0&!1&2] 1 {0} [0&!1] 1 {1} [!0&1&!2] 2 [0&1] 5 {1} [!0&1&2] 6 State: 6 [!0&!1&!2] 0 {0} [!0&!1&2 | 0&!1&!2] 1 {0} [!0&1&!2 | 0&1&2] 2 {1} [0&!1&2] 3 {0} [!0&1&2 | 0&1&!2] 6 {1} --END--"
"((p0) & (!(p1))) R ((p3) | (X(p2)))","ltl3tela_det","ok",0,0.00594859,4,10,48,0,3,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 4 ""p0"" ""p1"" ""p3"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [!0&2 | 1&2] 0 [0&!1&2] 1 [0&!1&!2] 2 [!0&!2 | 1&!2] 3 State: 1 ""{}"" [t] 1 State: 2 ""{1}"" [3] 1 State: 3 ""{0,1}"" [!0&2&3 | 1&2&3] 0 [0&!1&2&3] 1 [0&!1&!2&3] 2 [!0&!2&3 | 1&!2&3] 3 --END--"
"F(G((p1) & (((p0) & (p2)) | ((!(p0)) & (!(p2))))))","ltl3tela_det","ok",0,0.00636267,1,2,8,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 3 ""p1"" ""p0"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1&!2 | 0&1&2] 0 [!0 | !1&2 | 1&!2] 0 {0} --END--"
"(X(G(p2))) M ((p1) R (p3))","ltl3tela_det","ok",0,0.0112301,3,8,14,1,2,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&1&2] 0 [!0&1&!2] 0 {0} [0&1] 1 {0} State: 1 [!0&1&!2] 0 {0} [1&2] 1 [0&1&!2] 1 {0} [!1&2] 2 State: 2 [2] 2 --END--"
"(F(G(p2))) | (F(p0))","ltl3tela_det","ok",0,0.00654156,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p0"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1] 0 [!0&!1] 0 {0} [0] 1 State: 1 [t] 1 --END--"
"(p3) xor (F(p0))","ltl3tela_det","ok",0,0.00650979,4,7,13,1,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 2 ""p3"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!1] 1 State: 2 [1] 0 [!1] 2 State: 3 [!0&1] 0 [0&!1] 1 [!0&!1] 2 --END--"
"((p0) <-> (p3)) & (F(((p1) & (G(p3))) | ((!(p1)) & (F(!(p3))))))","ltl3tela_det","ok",0,0.0125771,5,14,36,1,4,0,0,0,"HOA: v1 States: 5 Start: 0 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2] 1 [!0&!1&2] 2 [0&1&!2] 3 [0&1&2] 4 State: 1 [t] 1 State: 2 [!1&!2] 1 [!1&2] 2 {0} [1&!2] 3 [1&2] 4 State: 3 [!1 | 2] 1 [1&!2] 3 {0} State: 4 [!2] 1 [!1&2] 2 {0} [1&2] 4 --END--"
"(p1) W (((p0) & (p2)) | ((!(p0)) & (!(p2))))","ltl3tela_det","ok",0,0.00643026,2,3,14,0,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [t] 0 State: 1 [!0&!1 | 0&1] 0 [!0&1&2 | 0&!1&2] 1 --END--"
"X((((!(p0)) & (p2)) W (!(p2))) U (X(X(!(p2)))))","ltl3tela_det","ok",0,0.01036,11,23,41,1,11,0,0,0,"HOA: v1 States: 11 Start: 1 AP: 2 ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 [!0] 7 State: 1 [t] 9 State: 2 [0&1] 0 [0&!1] 3 [!0] 4 State: 3 [0&!1] 3 [!0] 7 State: 4 [0&!1] 5 [!0] 7 [0&1] 8 State: 5 [0&1] 0 [0&!1] 3 [!0] 7 State: 6 [t] 0 State: 7 {0} [t] 7 State: 8 [0] 0 [!0] 7 State: 9 [0&!1] 2 [0&1] 6 [!0] 10 State: 10 [!0] 4 [0&!1] 5 [0&1] 8 --END--"
"(p1) | (G(F(!(p2))))","ltl3tela_det","ok",0,0.00725372,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 2 AP: 2 ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [1] 0 [!1] 0 {0} State: 1 [t] 1 {0} State: 2 [!0] 0 [0] 1 --END--"
"F(G((p1) U (p0)))","ltl3tela_det","ok",0,0.00880357,1,3,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: parity max even 2 Acceptance: 2 Fin(1) & Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0&!1] 0 [1] 0 {0} [!0&!1] 0 {1} --END--"
"((p0) -> ((p0) | (p2))) | ((!(p1)) & (X((!(p1)) U (!(p3)))))","ltl3tela_det","ok",0,0.00618597,1,1,1,0,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 0 acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 [t] 0 --END--"
"G((p1) & (X((p3) | (F(!(p2))))))","ltl3tela_det","ok",0,0.0120373,3,5,12,1,2,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 3 ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [0] 1 State: 1 [0&1 | 0&!2] 1 {0} [0&!1&2] 2 State: 2 [0&!2] 1 {0} [0&2] 2 --END--"
"(!(p0)) <-> ((p3) xor (F(G(p1))))","ltl3tela_det","ok",0,0.0148048,3,4,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 1 AP: 2 ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels state-acc complete deterministic stutter-invariant very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1 | 0&1] 0 [!0&1 | 0&!1] 2 State: 2 [t] 2 --END--"
"((p2) | (p3)) R (F(p2))","ltl3tela_det","ok",0,0.00755987,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [0] 0 [!0] 1 --END--"
"X((F(p1)) & (X(X(X(((!(p3)) & (X(p3))) U (G(!(p1))))))))","ltl3tela_det","ok",0,0.0166745,10,14,31,1,10,0,0,0,"HOA: v1 States: 10 Start: 7 AP: 2 ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1] 1 State: 1 [!0&1] 9 State: 2 [0&!1] 1 [!0] 9 State: 3 [t] 2 State: 4 [!0] 0 [0] 2 State: 5 [t] 3 State: 6 [0] 3 [!0] 4 State: 7 [t] 8 State: 8 [0] 5 [!0] 6 State: 9 {0} [!0] 9 --END--"
"G((p0) & (X((p0) | (!(p3)))))","ltl3tela_det","ok",0,0.00727787,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 0 --END--"
"X((p0) & (p2) & (X(((p0) & (p2)) U (p1))))","ltl3tela_det","ok",0,0.009037,4,5,23,1,4,0,0,0,"HOA: v1 States: 4 Start: 1 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [t] 2 State: 2 [0&1] 3 State: 3 [2] 0 [0&1&!2] 3 --END--"
"(F(p2)) xor (X(G(!(p3))))","ltl3tela_det","ok",0,0.0100397,5,11,20,1,5,0,0,1,"HOA: v1 States: 5 Start: 1 AP: 2 ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 2 [0] 3 State: 2 {0} [0&1] 0 [!0&!1] 2 [0&!1] 3 [!0&1] 4 State: 3 [1] 0 [!1] 3 State: 4 [0] 0 [!0] 4 --END--"
"X(!(p3))","ltl3tela_det","ok",0,0.00665334,3,3,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [!0] 2 State: 2 ""{}"" [t] 2 --END--"
"G(!(p3))","ltl3tela_det","ok",0,0.00855856,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 0 --END--"
"X(X((X((!(p0)) | (X(p2)))) xor ((p0) M (X(p0)))))","ltl3tela_det","ok",0,0.0148999,8,11,28,1,8,0,0,0,"HOA: v1 States: 8 Start: 7 AP: 2 ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!1] 6 State: 1 [!0&1 | 0&!1] 6 State: 2 [0] 1 [!0] 6 State: 3 [0] 0 [!0] 6 State: 4 [!0] 2 [0] 3 State: 5 [t] 4 State: 6 {0} [t] 6 State: 7 [t] 5 --END--"
"(p2) <-> ((X(G(p3))) | ((p3) <-> (F(G(p2)))))","ltl3tela_det","ok",0,0.0160731,7,16,28,2,7,0,0,1,"HOA: v1 States: 7 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 1 [!0&1] 2 [0&!1] 4 [0&1] 6 State: 1 [1] 1 [!1] 5 State: 2 [1] 2 [!1] 3 State: 3 [0] 3 [!0] 3 {1} State: 4 [!1] 3 [1] 4 {1} State: 5 [!0] 5 {0} [0] 5 {1} State: 6 [!1] 5 [1] 6 {1} --END--"
"((p1) xor (p2)) xor ((((!(p0)) & (p1)) | ((p0) & (!(p1)))) R ((p3) | (F(p1))))","ltl3tela_det","ok",0,0.0170727,2,2,6,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic stutter-invariant terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&1 | 0&!1] 0 --END--"
