"formula","tool","exit_status","exit_code","time","states","edges","transitions","acc","scc","nondet_states","nondet_aut","complete_aut","automaton"
"F(((p0) & ((!(p1)) M (!(p3)))) | ((!(p0)) & ((p1) W (p3))))","ltl3tela_det","ok",0,0.0101013,4,11,32,1,2,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1&!2 | 0&1] 0 {0} [!0&!1&2] 1 [!0&1 | 0&!1&!2] 2 [0&!1&2] 3 {0} State: 1 [!0&!1&!2] 0 {0} [!0&!1&2] 1 [0 | 1] 2 State: 2 [t] 2 State: 3 [0&1] 0 {0} [!0 | !1&!2] 2 [0&!1&2] 3 {0} --END--"
"X((X((G(p1)) R (((!(p0)) & (!(p3))) | ((p0) & (p3))))) & (F((p0) | (X((p0) M (p1))))))","ltl3tela_det","ok",0,0.0140176,8,21,44,1,6,0,0,0,"HOA: v1 States: 8 Start: 3 AP: 3 ""p1"" ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [!0&!1&!2 | !0&1&2] 0 [0&!1&!2 | 0&1&2] 1 State: 1 {0} [!0&!1&!2 | !0&1&2] 0 [0&!1&!2 | 0&1&2] 1 [0&!1&2 | 0&1&!2] 2 State: 2 {0} [0] 2 State: 3 [t] 4 State: 4 [1] 0 [!1] 5 State: 5 [!0&1&2] 0 [0&1&2] 1 [!0&!1&!2] 5 [0&!1&!2] 6 State: 6 [!0&1&2] 0 [0&1&2] 1 [0&1&!2] 2 [!0&!1&!2] 5 [0&!1&!2] 6 [0&!1&2] 7 State: 7 [0&1] 2 [0&!1] 7 --END--"
"F((p2) & (G(p3)))","ltl3tela_det","ok",0,0.00726616,2,4,8,1,1,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0 | !1] 0 {0} [0&1] 1 State: 1 [!1] 0 {0} [1] 1 --END--"
"G((((p2) & (!(p3))) | ((!(p2)) & (p3))) M (!(p0)))","ltl3tela_det","ok",0,0.0065615,1,2,4,1,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 3 ""p0"" ""p2"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2 | !0&1&2] 0 [!0&!1&2 | !0&1&!2] 0 {0} --END--"
"(p1) | (((p3) | ((!(p3)) U ((p2) M (!(p0))))) W (((p0) & (!(p3))) | ((!(p0)) & (p3))))","ltl3tela_det","ok",0,0.0150905,6,17,80,1,5,0,0,0,"HOA: v1 States: 6 Start: 0 AP: 4 ""p1"" ""p0"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!2&!3] 1 [!0&!1&!2&3 | !0&1&2] 2 [0 | !1&2 | 1&!2] 3 State: 1 [!1&!2&!3] 1 [!1&!2&3] 2 {0} [!1&2&3] 3 [!1&2&!3] 4 [1&!2] 5 State: 2 [!1&!2&!3] 1 [!1&!2&3 | 1&2] 2 {0} [!1&2 | 1&!2] 3 State: 3 [t] 3 {0} State: 4 [!1&3] 3 [!1&!3] 4 State: 5 [!1&3] 3 [!1&2&!3] 4 [1&!2 | !2&!3] 5 --END--"
"(((p0) | (p1)) xor (F(p3))) xor ((p1) & (F(p2)))","ltl3tela_det","ok",0,0.0107565,6,15,86,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 4 ""p0"" ""p1"" ""p3"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [2&3] 0 [!2&!3] 1 [!2&3] 3 [2&!3] 4 State: 2 [!0&!1&2 | 1&2&3] 0 [1&!2&!3] 1 [!0&!1&!2 | 1&!2&3] 3 [1&2&!3] 4 [0&!1&!2] 5 State: 3 [2] 0 [!2] 3 State: 4 [3] 0 [!3] 4 State: 5 {0} [!2] 5 --END--"
"F(((!(p1)) & (G(F(!(p3))))) | ((p1) & (F(G(p3)))))","ltl3tela_det","ok",0,0.010228,4,9,16,3,4,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 2 ""p1"" ""p3"" Acceptance: 3 (Fin(2) & Inf(1)) | Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [0] 1 [!0] 2 State: 1 [0&1] 1 {1} [0&!1] 1 {2} [!0] 3 State: 2 [!0&1] 2 [!0&!1] 2 {0} [0] 3 State: 3 [t] 3 {1} --END--"
"((!(p0)) xor (p2)) | (X((F(!(p0))) | ((p1) U (p3))))","ltl3tela_det","ok",0,0.00727647,4,8,64,1,4,0,0,1,"HOA: v1 States: 4 Start: 1 AP: 4 ""p0"" ""p2"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&!1 | 0&1] 0 [!0&1 | 0&!1] 2 State: 2 [!0 | 3] 0 [0&2&!3] 2 [0&!2&!3] 3 State: 3 [!0] 0 [0] 3 --END--"
"(G(p2)) U (p1)","ltl3tela_det","ok",0,0.00528958,4,6,11,1,4,0,0,0,"HOA: v1 States: 4 Start: 2 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [0] 1 State: 2 [1] 0 [0&!1] 3 State: 3 [0&1] 1 [0&!1] 3 --END--"
"X(X(X(G((p1) & (X((p1) W (p2)))))))","ltl3tela_det","ok",0,0.00603327,4,4,14,0,4,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""p1"" ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [t] 2 State: 2 ""{2}"" [t] 3 State: 3 ""{3}"" [0] 3 --END--"
"G(!(p1))","ltl3tela_det","ok",0,0.00432842,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p1"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 0 --END--"
"G(!(p0))","ltl3tela_det","ok",0,0.00442763,1,1,1,0,1,0,0,0,"HOA: v1 States: 1 Start: 0 AP: 1 ""p0"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 0 --END--"
"F(((F(((p2) & (!(p3))) | ((!(p2)) & (p3)))) & (X((p2) & (F(p3))))) | ((G(((p2) & (p3)) | ((!(p2)) & (!(p3))))) & (X((!(p2)) | (G(!(p3)))))))","ltl3tela_det","ok",0,0.0217825,7,20,28,1,5,0,0,1,"HOA: v1 States: 7 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1 | 0&1] 1 [!0&1 | 0&!1] 2 State: 1 [!0&1] 2 {0} [!0&!1] 3 [0&!1] 4 [0&1] 5 State: 2 [!0&!1] 1 [!0&1] 2 {0} [0&!1] 4 [0&1] 6 State: 3 [!0&1] 2 {0} [!0&!1] 3 [0&!1] 4 [0&1] 6 State: 4 [!0&!1] 4 [0&!1] 4 {0} [1] 6 State: 5 [0&1] 5 {0} [!0 | !1] 6 State: 6 [t] 6 --END--"
"(!(p0)) W ((((p1) & (!(p2))) | ((!(p1)) & ((p2) | (G(!(p1)))))) W ((p3) M (p0)))","ltl3tela_det","ok",0,0.0138943,6,18,74,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 4 ""p0"" ""p3"" ""p1"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1] 0 [0&1] 1 State: 1 {0} [t] 1 State: 2 {0} [0&!1&2&3] 0 [0&1] 1 [!0] 2 [0&!1&!2&!3] 4 [0&!1&!2&3 | 0&!1&2&!3] 5 State: 3 {0} [!2] 3 State: 4 {0} [0&!1&2] 0 [0&1] 1 [!0&!2] 3 [0&!1&!2] 4 State: 5 {0} [0&!1&2&3] 0 [0&1] 1 [!0&!2&!3] 3 [0&!1&!2&!3] 4 [!0&!2&3 | !0&2&!3 | !1&!2&3 | !1&2&!3] 5 --END--"
"(!(p0)) & (F(p1)) & (F(!(p1)))","ltl3tela_det","ok",0,0.00539285,4,7,14,1,4,0,0,0,"HOA: v1 States: 4 Start: 1 AP: 2 ""p0"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0&1] 2 [!0&!1] 3 State: 2 [!1] 0 [1] 2 State: 3 [1] 0 [!1] 3 --END--"
"(!(p0)) U (((p1) R (X(p3))) U (((p1) R (p2)) W (G(p1))))","ltl3tela_det","ok",0,0.260938,14,67,160,1,4,0,0,0,"HOA: v1 States: 14 Start: 0 AP: 4 ""p0"" ""p1"" ""p3"" ""p2"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&!3] 0 {0} [!0&3] 1 [!0&1&!3] 2 [0&!1&!3] 3 [0&!1&3] 4 [0&1&!3] 5 [0&1&3] 6 State: 1 [!0&!1&!3] 0 {0} [!0&3] 1 [!0&1&!3] 2 {0} [0&!1&!3] 3 [0&!1&3] 4 [0&1&!3] 5 [0&1&3] 6 State: 2 [!0&!1&!3] 0 {0} [!0&!1&3] 1 {0} [!0&1] 2 [0&!1&!3] 3 [0&!1&3] 4 [0&1&!3] 5 [0&1&3] 7 State: 3 [!1&2&!3] 3 {0} [!1&2&3] 8 [1&2] 9 {0} State: 4 [!1&2&!3] 3 {0} [!1&2&3] 4 [1&2&3] 6 [1&2&!3] 9 {0} [!1&!2&3] 10 [1&!2&3] 11 State: 5 [!1&2&!3] 3 {0} [!1&2&3] 4 {0} [1&2&!3] 5 [1&2&3] 7 [1&!2] 12 State: 6 [!1&2&!3] 3 {0} [!1&2&3] 4 [1&2&!3] 5 {0} [1&2&3] 6 [!1&!2&3] 10 [1&!2&3] 11 [1&!2&!3] 12 State: 7 [!1&2&!3] 3 {0} [!1&2&3] 4 {0} [1&2&!3] 5 [1&2&3] 7 [!1&!2&3] 10 [1&!2&3] 11 [1&!2&!3] 12 State: 8 [!1&2&!3] 3 {0} [!1&2&3] 8 [1&2&!3] 9 {0} [1&2&3] 13 {0} State: 9 [!1&2&!3] 3 {0} [!1&2&3] 4 [1&2&!3] 5 [1&2&3] 6 State: 10 [!1&3] 10 [1&3] 11 State: 11 [!1&3] 10 [1&3] 11 [1&!3] 12 State: 12 [1] 12 State: 13 [!1&2&!3] 3 [!1&2&3] 4 [1&2&!3] 5 [1&2&3] 6 --END--"
"F(!(p3))","ltl3tela_det","ok",0,0.00426868,2,3,4,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 1 ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc complete deterministic terminal --BODY-- State: 0 {0} [t] 0 State: 1 [!0] 0 [0] 1 --END--"
"(!(p1)) xor (p3)","ltl3tela_det","ok",0,0.0044487,2,2,6,0,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p1"" ""p3"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{}"" [t] 0 State: 1 ""init"" [!0&!1 | 0&1] 0 --END--"
"G((X(!(p1))) | (G(!(p0))) | (F((!(p3)) & (G(!(p1))))))","ltl3tela_det","ok",0,0.0166529,7,21,56,1,4,0,0,1,"HOA: v1 States: 7 Start: 0 AP: 3 ""p1"" ""p0"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1] 1 [1] 2 State: 1 [!0&!1] 1 [!0&1] 2 [0&!1] 3 [0&1] 4 State: 2 [!0&!1] 1 [!0&1] 2 [0] 4 State: 3 [0&!1 | !1&2] 3 [0&1 | 1&2] 4 [!0&!1&!2] 5 [!0&1&!2] 6 State: 4 [0 | 2] 4 {0} [!0&!2] 6 State: 5 [0&!1] 3 [0&1] 4 [!0&!1] 5 [!0&1] 6 State: 6 [0] 4 {0} [!0] 6 --END--"
"((!(p3)) xor ((p0) | (p2))) <-> (F(p2))","ltl3tela_det","ok",0,0.00806578,4,7,26,1,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 3 ""p3"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!1] 1 State: 2 [1] 0 [!1] 2 State: 3 [0&1] 0 [!0&!1&2 | 0&!1&!2] 1 [!0&!1&!2 | 0&!1&2] 2 --END--"
"(!(p1)) M ((!(p2)) | (F((p1) W (p3))) | (X((!(p2)) M (!(p0)))))","ltl3tela_det","ok",0,0.0170049,6,22,96,1,4,0,0,1,"HOA: v1 States: 6 Start: 0 AP: 4 ""p2"" ""p3"" ""p1"" ""p0"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&2 | 1&2] 0 {0} [!0&!2 | 1&!2] 1 [0&!1&!2] 2 [0&!1&2] 3 {0} State: 1 [t] 1 State: 2 [!0&!3 | 1] 1 [0&!1&2&!3] 2 [0&!1&!2&!3] 2 {0} [!1&3] 4 State: 3 [!0&2&!3 | 1&2] 0 {0} [!0&!2&!3 | 1&!2] 1 [0&!1&!2&!3] 2 [0&!1&2&!3] 3 {0} [!1&!2&3] 4 [!1&2&3] 5 {0} State: 4 [1] 1 [!1&2] 4 [!1&!2] 4 {0} State: 5 [1&2] 0 {0} [1&!2] 1 [!1&!2] 4 [!1&2] 5 {0} --END--"
"F(((p0) & (G(F(((p1) & (((p0) & (p2)) | ((!(p0)) & (!(p2))))) | ((!(p1)) & (((p0) & (!(p2))) | ((!(p0)) & (p2)))))))) R (p1))","ltl3tela_det","ok",0,0.0131688,2,6,16,2,2,0,0,1,"HOA: v1 States: 2 Start: 0 AP: 3 ""p0"" ""p1"" ""p2"" acc-name: parity min even 2 Acceptance: 2 Inf(0) | Fin(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1] 0 [!1] 0 {1} [0&1] 1 State: 1 [!0&1&2 | 0&1&!2] 1 [!0&!1&2 | !0&1&!2 | 0&!1&!2 | 0&1&2] 1 {0} [!0&!1&!2 | 0&!1&2] 1 {1} --END--"
"(F(G((p3) M (p1)))) | (X(X(F(((p1) & (p2)) | ((!(p1)) & (!(p2)))))))","ltl3tela_det","ok",0,0.0117202,4,7,32,2,4,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 3 ""p3"" ""p1"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [t] 2 State: 2 [!0&1&!2] 2 [!1&2] 2 {0} [0&1&!2] 2 {1} [!1&!2 | 1&2] 3 State: 3 [t] 3 {1} --END--"
"X(p2)","ltl3tela_det","ok",0,0.00421798,3,3,5,0,3,0,0,0,"HOA: v1 States: 3 Start: 0 AP: 1 ""p2"" acc-name: all Acceptance: 0 t properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 ""{0}"" [t] 1 State: 1 ""{1}"" [0] 2 State: 2 ""{}"" [t] 2 --END--"
"G((p0) M (F(p3)))","ltl3tela_det","ok",0,0.00642301,1,4,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p3"" ""p0"" acc-name: generalized-Buchi 2 Acceptance: 2 Inf(0)&Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&!1] 0 [0&!1] 0 {0} [!0&1] 0 {1} [0&1] 0 {0 1} --END--"
"(p2) <-> (G(p1))","ltl3tela_det","ok",0,0.00540874,4,7,13,1,4,0,0,0,"HOA: v1 States: 4 Start: 3 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [1] 1 State: 2 [!1] 0 [1] 2 State: 3 [!0&!1] 0 [0&1] 1 [!0&1] 2 --END--"
"(F(p2)) & (((G(p1)) & (F(p2))) | ((G(!(p2))) & (F(!(p1)))))","ltl3tela_det","ok",0,0.0073187,2,3,4,1,2,0,0,0,"HOA: v1 States: 2 Start: 1 AP: 2 ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [1] 0 State: 1 [0&1] 0 [!0&1] 1 --END--"
"(F(((p0) & (!(p2))) | ((!(p0)) & (p2)))) xor ((p1) | (X((p0) | (p2))))","ltl3tela_det","ok",0,0.0108239,6,10,32,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 3 ""p1"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 [!1&!2] 0 State: 2 [!0&!1&2 | !0&1&!2] 1 [!0&!1&!2 | !0&1&2] 3 [0&!1&!2 | 0&1&2] 5 State: 3 [!1&!2] 4 [1&2] 5 State: 4 [!1&2 | 1&!2] 0 [!1&!2 | 1&2] 4 State: 5 {0} [!1&!2 | 1&2] 5 --END--"
"G(F(p1))","ltl3tela_det","ok",0,0.00566011,1,2,2,1,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 1 ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0] 0 [0] 0 {0} --END--"
"(X(((p2) & (F(!(p1)))) | ((!(p2)) & (G(p1))))) M ((p0) R (p2))","ltl3tela_det","ok",0,0.0114411,9,23,54,1,8,0,0,0,"HOA: v1 States: 9 Start: 2 AP: 3 ""p0"" ""p2"" ""p1"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 {0} [!0&1] 0 [0&1] 8 State: 1 {0} [2] 1 State: 2 [!0&1] 3 [0&1] 4 State: 3 [!0&1&!2] 0 [!0&1&2] 3 [0&1&2] 5 [0&1&!2] 8 State: 4 [!1&2] 1 [0&1&2] 5 [!0&1&2] 7 [1&!2] 8 State: 5 [0&1&2] 5 [!0&1&2] 7 [!1 | !2] 8 State: 6 [2] 6 [!2] 8 State: 7 [0&1&2] 5 [!1&2] 6 [!0&1&2] 7 [!2] 8 State: 8 {0} [t] 8 --END--"
"(p0) R ((!(p0)) M (!(p3)))","ltl3tela_det","ok",0,0.00519522,3,5,8,1,3,0,0,0,"HOA: v1 States: 3 Start: 2 AP: 2 ""p0"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0&!1] 0 [!0&!1] 1 State: 1 {0} [t] 1 State: 2 {0} [0&!1] 0 [!0&!1] 2 --END--"
"(G(p1)) | (G(F(!(p0))))","ltl3tela_det","ok",0,0.00560668,2,4,8,1,2,0,0,1,"HOA: v1 States: 2 Start: 1 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [1] 0 [!1] 0 {0} State: 1 [!0] 0 [0] 1 {0} --END--"
"(X(X(!(p2)))) M ((p1) | ((p0) W (p3)))","ltl3tela_det","ok",0,0.0103485,9,22,120,1,7,0,0,0,"HOA: v1 States: 9 Start: 0 AP: 4 ""p1"" ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1&2] 1 [0 | 1] 2 State: 1 [!1&2] 3 [1] 4 State: 2 [0 | 1] 4 [!0&!1&!2] 5 [!0&!1&2] 6 State: 3 [!1&2&3] 3 [1&3] 4 [!1&2&!3] 7 [1&!3] 8 State: 4 [0&3 | 1&3] 4 [!0&!1&!2&3] 5 [!0&!1&2&3] 6 [!3] 8 State: 5 [!3] 8 State: 6 [!1&2&3] 3 [1&3] 4 [!3] 8 State: 7 [!1&2] 7 {0} [1] 8 State: 8 [t] 8 {0} --END--"
"X((G(!(p1))) R (p0))","ltl3tela_det","ok",0,0.00582997,4,7,11,1,3,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic weak --BODY-- State: 0 [t] 1 State: 1 {0} [0&1] 1 [!0&1] 2 State: 2 {0} [0&1] 1 [!0&1] 2 [!0&!1] 3 State: 3 {0} [!0] 3 --END--"
"(G(p2)) <-> ((G(!(p2))) | (F((!(p1)) | (p3))))","ltl3tela_det","ok",0,0.0087494,5,10,18,1,5,0,0,0,"HOA: v1 States: 5 Start: 2 AP: 3 ""p2"" ""p1"" ""p3"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [0] 0 State: 1 {0} [1&!2] 1 State: 2 [0&!1 | 0&2] 0 [!0&1&!2] 3 [0&1&!2] 4 State: 3 [0&1&!2] 1 [!0&1&!2] 3 State: 4 [0&!1 | 0&2] 0 [!0&1&!2] 1 [0&1&!2] 4 --END--"
"(X(G(!(p2)))) | (F((p2) W (p1)))","ltl3tela_det","ok",0,0.0077954,4,9,16,1,4,0,0,1,"HOA: v1 States: 4 Start: 0 AP: 2 ""p2"" ""p1"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!1] 1 [1] 2 State: 1 [!0&!1] 1 [1] 2 [0&!1] 3 State: 2 [t] 2 State: 3 [1] 2 [0&!1] 3 [!0&!1] 3 {0} --END--"
"(!(p3)) & (F(G(p3)))","ltl3tela_det","ok",0,0.00517286,2,3,3,1,2,0,0,0,"HOA: v1 States: 2 Start: 0 AP: 1 ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0] 1 State: 1 [0] 1 [!0] 1 {0} --END--"
"G((F(G(!(p1)))) & (F((!(p1)) & (((p0) & (p1)) | ((!(p0)) & (!(p1)))))))","ltl3tela_det","ok",0,0.00789223,1,3,4,2,1,0,0,1,"HOA: v1 States: 1 Start: 0 AP: 2 ""p1"" ""p0"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [!0&1] 0 [0] 0 {0} [!0&!1] 0 {1} --END--"
"G(((p0) M (G((p0) U (p3)))) M (X(!(p2))))","ltl3tela_det","ok",0,0.0230592,4,11,20,2,2,0,0,0,"HOA: v1 States: 4 Start: 0 AP: 3 ""p0"" ""p3"" ""p2"" acc-name: Rabin 1 Acceptance: 2 Fin(0) & Inf(1) properties: trans-labels explicit-labels trans-acc deterministic --BODY-- State: 0 [!0&!1] 1 [0 | 1] 2 State: 1 [!0&!1&!2] 1 [0&!2 | 1&!2] 2 State: 2 [!0&!1&!2] 1 {0} [!0&1&!2] 2 [0&1&!2] 2 {1} [0&!1&!2] 3 State: 3 [!0&!1&!2] 1 {0} [1&!2] 2 {1} [0&!1&!2] 3 --END--"
"(G(p3)) U (X((p1) & ((F(!(p0))) U (!(p1)))))","ltl3tela_det","ok",0,0.0178277,12,30,70,1,10,0,0,0,"HOA: v1 States: 12 Start: 0 AP: 3 ""p3"" ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic --BODY-- State: 0 [!0] 1 [0] 2 State: 1 [1&!2] 3 [1&2] 4 State: 2 [1&!2] 3 [1&2] 4 [0&!1] 5 State: 3 [1&!2] 3 [1&2] 4 [!1] 6 State: 4 [1&!2] 3 [1&2] 4 [!1&!2] 6 [!1&2] 7 State: 5 [0&!1] 5 [0&1&!2] 8 [0&1&2] 9 State: 6 {0} [t] 6 State: 7 [!2] 6 [2] 7 State: 8 [0&1&!2] 8 [0&1&2] 9 [0&!1] 10 State: 9 [0&1&!2] 8 [0&1&2] 9 [0&!1&!2] 10 [0&!1&2] 11 State: 10 {0} [0] 10 State: 11 [0&!2] 10 [0&2] 11 --END--"
"X((X(!(p3))) | ((!(p0)) R ((p0) | (!(p2)))))","ltl3tela_det","ok",0,0.00633712,6,10,41,1,6,0,0,0,"HOA: v1 States: 6 Start: 4 AP: 3 ""p3"" ""p0"" ""p2"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [!0] 5 State: 1 {0} [1] 1 [!1&!2] 5 State: 2 [0&1] 1 [!0 | !1&!2] 5 State: 3 [!1&2] 0 [1] 2 [!1&!2] 5 State: 4 [t] 3 State: 5 {0} [t] 5 --END--"
"X(F((!(p3)) W (F(!(p2)))))","ltl3tela_det","ok",0,0.00758534,3,5,12,1,3,0,0,1,"HOA: v1 States: 3 Start: 0 AP: 2 ""p2"" ""p3"" acc-name: co-Buchi Acceptance: 1 Fin(0) properties: trans-labels explicit-labels trans-acc complete deterministic --BODY-- State: 0 [t] 1 State: 1 [0&!1] 1 [0&1] 1 {0} [!0] 2 State: 2 [t] 2 --END--"
"((p1) | (G(!(p0)))) W (X(p1))","ltl3tela_det","ok",0,0.00669251,6,11,19,1,6,0,0,0,"HOA: v1 States: 6 Start: 3 AP: 2 ""p1"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 [0] 2 State: 1 [0] 2 [!0&!1] 5 State: 2 {0} [t] 2 State: 3 [!0&1] 0 [!0&!1] 1 [0] 4 State: 4 [!0&1] 0 [!0&!1] 1 [0] 2 State: 5 {0} [!1] 5 --END--"
"(F(p0)) xor ((p1) & (X((p1) W (p2))))","ltl3tela_det","ok",0,0.00849568,6,15,38,1,6,0,0,0,"HOA: v1 States: 6 Start: 2 AP: 3 ""p1"" ""p2"" ""p0"" acc-name: Buchi Acceptance: 1 Inf(0) properties: trans-labels explicit-labels state-acc deterministic very-weak --BODY-- State: 0 {0} [t] 0 State: 1 {0} [!2] 1 State: 2 [!0&2] 0 [0&!2] 3 [0&2] 4 [!0&!2] 5 State: 3 {0} [!0&!1&2] 0 [1&!2] 1 [0&!1&!2] 3 [0&!1&2] 4 [!0&!1&!2] 5 State: 4 [!0&!1] 0 [0&!1] 4 State: 5 [2] 0 [!2] 5 --END--"
